consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
"hola. yo queria saber cuando voy a poder ingresar a mi perfil ya que menlo bloquearon porque me faltaban vacunas que no sabia que me tenia que poner. la ultima dosis me la doy a fin de marzo, pero necesito aparecer en los listados y obviamente poder usar la plataforma. si pudiera tener solucion seria de gran ayuda. muchas gracias ",3,2,3,1,2019,1,4,4,1,1,52,4,332,0.0,0.8042168674698795,0,61,30,0.819672131147541,0.015060240963855422,4,0,Ingreso a la Universidad
no puedo entrar a mi perfil de estudiante y no me ha llegado un mail para restablecer mi contraseña ,2,1,1,1,2018,1,6,3,1,1,41,6,100,0.0,0.81,0,20,13,0.9,0.0,1,0,Reincorporación
hola quise hacer la inscripcion del boleto estudiantil y me dice error de credenciales. por que sera. yo hice una actualizacion de datos personales hace un par de horas. sera por eso? gracias!!!! ,0,1,3,1,2018,1,3,1,1,1,3,6,196,0.0,0.7908163265306123,0,34,21,0.9117647058823528,0.040816326530612235,3,0,Boleto Universitario
no puedo obtener el beneficio del boleto estudiantil provincial. me aparece que ya poseo un beneficio y no es así. ,2,1,5,1,2019,3,8,4,1,1,18,4,115,0.0,0.8086956521739129,1,21,12,0.9047619047619048,0.017391304347826087,2,0,Requisitos de Ingreso
"hola, consulta: cuánto tiempo tengo para rendir el final después de quedar regular?  gracias. ",2,2,11,2,2018,2,2,2,1,1,54,6,94,0.0,0.7978723404255319,2,16,5,0.9375,0.0425531914893617,1,0,Reincorporación
"buenas tardes, queria consultar porque no me deja ingresar a la pagina de aspirantes, yo ya me ingrese en la universidad.  ",1,1,12,2,2018,3,8,0,0,0,54,6,123,0.0,0.7967479674796748,0,23,13,0.8695652173913043,0.024390243902439025,1,0,Ingreso a la Universidad
"buenas tardes mi consulta es sobre una materia (costos) en la que estaba regular pero no aprobe los finales y quede libre.  tengo 2 materias correlativas a costos que curse y quede regular, mi pregunta es si me anoto de nuevo a cursar costos pierdo la regularidad de las otras 2 materias??? en ese caso existe una extension de condicion de regular para poder presentarme a los adicionales para rendir costos en esa condicion??? gracias ",0,4,2,1,2019,1,2,0,0,0,3,6,436,0.0,0.7981651376146789,0,77,38,0.7272727272727273,0.01834862385321101,1,0,Requisitos de Ingreso
"hola quería saber sobre los exámenes que se rinden ahora,  si hay que anotarse??  porque no me sale nada para inscribirme para rendir el final  ",1,3,9,2,2018,0,5,4,1,1,54,6,144,0.0,0.7847222222222222,2,29,18,0.8275862068965517,0.020833333333333332,1,0,Ingreso a la Universidad
"mi consulta es que no se me acredita el plan de la sube, hace dos años que tengo el plan pero este no se me acredito al empezar la cursada, quería saber si se me quito el plan o tengo que hacer algo para activarlo de vuelta. ",3,3,3,1,2019,1,7,3,1,1,25,4,225,0.0,0.7777777777777778,1,48,34,0.7083333333333334,0.013333333333333334,1,0,Cambio de Carrera
"hola, quiero tramitar el boleto estudiantil pero dice que ya tengo un beneficio asignado. la cuestión esta en que yo ya tenia el boleto porque estuve cursando en la unm pero me cambié a la unlu este año. como puedo hacer para obtener el boleto? me es de suma urgencia, muchas gracias-  ",1,2,3,1,2019,3,6,4,1,1,5,4,286,0.0,0.7937062937062938,2,54,32,0.7962962962962963,0.017482517482517484,2,0,Boleto Universitario
"hola, me acaban de entregar el titulo de la carrera contador publico, como hago para obtener el analitico? saludos ",1,4,11,2,2018,0,4,2,1,1,54,6,115,0.0,0.8086956521739129,0,20,10,0.9,0.02608695652173913,1,0,Cambio de Carrera
para solicitar certificado analítico debo generar clave o cuan es el accedo vía internet. ,2,3,4,1,2019,1,2,1,1,1,55,4,90,0.0,0.8333333333333334,2,15,8,1.0,0.011111111111111113,1,0,Pedido de Certificados
"estinados: les comento que ya eh generado la inscripcion a la carrera y no me a llegado el mail de confirmacion, esto es normal? o cuanto debo esperar? ",1,3,10,2,2018,2,7,0,0,0,1,4,152,0.0,0.7894736842105263,0,29,19,0.9310344827586208,0.02631578947368421,1,0,Cursadas
hola no puedo ingresar con mi contraseña a mi perfil y no me llegan el mail para reestablecer la clave. desde ya muchas gracias ,2,4,1,1,2018,1,4,3,1,1,27,11,128,0.0,0.8046875,0,25,15,0.92,0.0078125,1,0,Cursadas
buenas noches quiero saber porque no puedo hacer el boleto estudiantil ? me dice que tengo el beneficio asignado. pero no lo tengo gracias  ,4,2,8,2,2019,3,5,3,1,1,16,6,140,0.0,0.8071428571428572,0,26,12,0.8461538461538461,0.014285714285714284,1,0,Ingreso a la Universidad
"necesito ayuda urgente. donde dice actividades académicas,  en la fotocopia para el cambio de carrera, pongo el nombre de las materias? por favor necesito respuesta  ",4,3,10,2,2019,0,7,0,0,0,14,6,166,0.0,0.8132530120481928,1,28,13,0.8214285714285714,0.024096385542168683,1,0,Boleto Universitario
&iquest;cómo me inscribo en las materias de una carrera? ,5,4,2,1,2019,1,1,1,1,1,4,4,57,0.0,0.7894736842105263,1,10,6,1.0,0.03508771929824561,1,0,Ingreso a la Universidad
"como tengo que hacer para reinscribirme , para poder comenzar el segundo semestre ",0,2,8,2,2016,2,5,2,1,1,8,4,82,0.0,0.8292682926829268,0,14,7,0.9285714285714286,0.012195121951219513,1,0,Problemas con la Clave
no me llega a mi casilla de correo electronico el mail para la preinscripcion a las cursadas del primer cuatrimestre ,2,3,2,1,2018,2,7,0,0,1,43,4,117,0.0,0.8290598290598291,0,21,13,0.9523809523809524,0.0,1,0,Situación Académica
quize ver lo del boleto estudiantil provincial pero dice que soy beneficiaria.. como puedo hacer para saber bien como me hacen cargas por el beneficio de boleto estudiantil expliquen por que noce como es desde 11/6 me aparecio una carga de $810  me gustaria saber cuando hacen las cargas y donde puedo controlar eso ,3,4,6,1,2019,3,6,4,1,1,3,4,316,0.0,0.7943037974683544,0,56,31,0.75,0.006329113924050633,2,0,Cursadas
que tal...  soy egresado pero se me requiere el promedio de la carrera y noto que cuando quiero restablecer mi clave para generar una nueva y pongo mis datos al hacer click &quot; olvide mi clave &quot; me dice que soy &quot; estudiante inhabilitado &quot;   podrian solucionarlo por favor.    gracias.  ,3,3,11,2,2018,0,4,2,1,1,27,6,304,0.0,0.7697368421052632,0,58,31,0.7068965517241379,0.02960526315789473,5,0,Ingreso a la Universidad
quería saber sobre la confirmación o no de la extencion de regularidad de una materia. ya que al ser una negativa tendría que anotarme a la misma antes que termine la fecha de inscripción. la petición la hice el 12 de febrero  ,1,1,3,1,2019,3,3,1,1,1,5,4,227,0.0,0.7929515418502202,5,44,27,0.7045454545454546,0.00881057268722467,2,0,Pedido de Certificados
"solicito la reincorporacion al sistema, se me vencio la solicitud.  gracias!  ",1,4,4,1,2018,2,2,2,1,1,6,6,78,0.0,0.7948717948717948,0,14,8,0.7857142857142857,0.038461538461538464,1,0,Boleto Universitario
no me llega el link para poder terminar el tramite del boleto estudiantil ,2,2,3,1,2019,0,7,4,1,1,19,4,74,0.0,0.8243243243243243,0,14,8,0.9285714285714286,0.0,1,0,Ingreso a la Universidad
hola te escribo porque estaria necesitando el analitico con el puntaje de mi titulo. yo me recibi en el 2015 no recuerdo mi legajo. gracias ,0,1,9,2,2018,0,3,0,0,1,43,6,140,0.0,0.7785714285714286,0,26,15,0.8846153846153846,0.014285714285714284,2,0,Ingreso a la Universidad
hola! olvidé la contraseña y no me lkega el mail de recuperación.  gracias ,3,1,8,2,2018,0,3,1,1,0,3,6,75,0.0,0.7866666666666666,2,15,9,0.9333333333333332,0.02666666666666667,1,0,Boleto Universitario
hola quería preguntar donde consigo el ticket que me piden los profesores para anotarme en la libreta la promoción de la materia??  muchas gracias  ,5,2,12,2,2015,3,3,2,1,0,16,6,148,0.0,0.8108108108108109,2,27,14,0.8518518518518519,0.013513513513513514,1,0,Boleto Universitario
"hola buenos días, mi consulta es por qué no me llega el mensaje de inscripción ? ya probe alredoder de 5 veces cargando mis datos una y ptra vez pero nunca me llega el mail. gracias. ",3,3,2,1,2018,0,5,0,0,1,0,4,183,0.0,0.7759562841530054,3,37,22,0.8918918918918919,0.02185792349726776,2,0,Ingreso a la Universidad
"buenas! quise anotarme a materias pero no pude acceder a mi cuenta, me figura libre. cómo regularizo mi situación? puedo hacerlo online o debo ir a mi centro regional? desde ya muchas gracias! ",3,1,3,1,2019,0,2,1,1,0,5,13,193,0.0,0.7979274611398963,2,34,16,0.8823529411764706,0.031088082901554407,1,0,Boleto Universitario
"hola! me preguntaba por que no podia entrar a mi perfil, me aparece como estudiante inhabilitado cuando pido para cambiar mi clave. necesito ver si me cargaron bien las notas, es urgente!! ",1,1,12,2,2018,3,7,4,1,1,43,4,189,0.0,0.7989417989417991,0,33,18,0.9090909090909092,0.031746031746031744,1,0,Boleto Universitario
"quisiera saber, en qué estado se encuentra mi solicitud, para el boleto estudiantil. muchas gracias ",0,4,3,1,2019,1,3,4,1,1,5,6,100,0.0,0.82,1,16,7,1.0,0.03,1,0,Boleto Universitario
quería preguntar por qué no me permite inscribirme a las materias para cursar  ,0,3,2,1,2019,1,8,0,0,1,0,6,79,0.0,0.8227848101265823,2,15,9,0.9333333333333332,0.0,1,0,Problemas con la Clave
buenas tardes estoy tratando de ingresar al perfil de estudiantes y me dice que mi número de legajo o clave son incorrectos. estoy segura de haber puesto bien ambas. de todos nodos intente cambiar la clave. mande la solicitud me avisa en el mensajr que revise mi correo. pero no me llega nada al mismo....muchas gracias. ,2,1,3,1,2019,1,1,2,1,1,3,6,321,0.0,0.7975077881619937,1,57,27,0.8070175438596491,0.02803738317757009,9,0,Cursadas
buen dia. he realizado la inscripción para el boleto estudiantil el día 12/03 y no he tenido novedades del tramite. queria saber si es necesario que realice algún paso mas. ,0,2,4,1,2018,1,4,3,1,1,54,6,173,0.0,0.7803468208092486,3,31,18,0.9354838709677421,0.017341040462427744,3,0,Boleto Universitario
"hola buenos días , tienen algún día específico para la acreditación de los beneficios de la sube ?  ",3,1,4,1,2018,0,7,4,1,1,54,6,100,0.0,0.79,5,20,14,0.85,0.02,1,0,Ingreso a la Universidad
"hola, mi nombre es natalia dominguez, legajo 125413. me recibi de profesora de educacion fisica en diciembre del 2014. me entregaron el titulo en junio del 2015 pero nunca me dieron el analitico con las materias aprobadas y las notas. como lo consigo? desde ya muchas gracias, aguardo respuesta. ",1,2,12,2,2016,3,4,2,1,1,43,6,296,0.0,0.7601351351351351,0,50,23,0.86,0.027027027027027032,4,0,Cursadas
buenos días:  yo realice la inscripción en la universidad el día 26/10/18. a la fecha no puedo visualizar mis datos. me informa lo siguiente &quot; no existen datos para el aspirante ingresado&quot;. me informaron que mis datos iban a aparecer al mes de inscripta.  quisiera saber si es que hay que realizar un paso mas.  muchas gracias ,1,4,11,2,2018,3,2,0,0,1,54,13,337,0.0,0.7685459940652819,3,61,35,0.7868852459016393,0.02373887240356083,5,0,Ingreso a la Universidad
"buenas tardes! quería saber por que aún no se me acredito el saldo en la sube, hice el trámite del boleto estudiantil provincial hace un mes y días. cuando entro a la página me dice que el formulario no pudo completarse y abajo dice que ya lo tengo asignado que quiere decir eso? gracias!  ",0,1,8,2,2019,1,8,4,1,1,29,4,290,0.0,0.7931034482758621,5,56,33,0.8035714285714286,0.017241379310344827,1,0,Problemas con la Clave
me olvide la contraseña y el correo no es el mismo es nicolaslopz16@gmail.com  ,5,1,8,2,2019,3,6,3,1,1,2,4,79,0.0,0.7721518987341772,0,15,10,0.8,0.012658227848101266,1,0,Ingreso a la Universidad
hola que tal?queria consultar porque no puedo regenerar mi clave.ya llene el formulario de regeneramiento de clave pero igualmente no me deja. espero su respuesta gracias. ,1,3,2,1,2018,2,4,2,1,1,52,6,172,0.0,0.8255813953488372,0,27,12,0.9259259259259259,0.02325581395348837,3,0,Cursadas
"no puedo pedir el boleto estudiantil provincial, me figura error en credenciales. que hago? ",0,1,3,1,2018,1,5,3,1,1,43,6,92,0.0,0.8152173913043478,0,15,6,1.0,0.03260869565217391,1,0,Situación Académica
no me llega la confirmación de solicitud al correo. que hago? ,4,3,10,2,2017,2,5,0,0,0,19,6,62,0.0,0.7903225806451613,1,12,7,1.0,0.03225806451612903,1,0,Requisitos de Ingreso
"hola ,ingrese a la unlu en la carrera licenciatura en ciencias de la educación en el año 2002,y nuevamente 2015 ,en la cede de san miguel en el año,2016 y 2018,ahora quería realizar el reingreso ,desde ya muchas gracias ",0,1,3,1,2019,2,1,1,1,1,4,4,220,0.0,0.7227272727272728,2,40,24,0.775,0.027272727272727268,1,0,Consulta por Equivalencias
quiero hacer el cambio de carreta. de comercio a administracion. y empezar en el segundo cuatrimestre. este año no curse directamente ,2,2,6,1,2018,3,6,0,0,1,27,4,134,0.0,0.8208955223880597,0,22,11,0.9090909090909092,0.022388059701492536,3,0,Boleto Universitario
"estimados buenas tardes, el motivo de mi consulta es para saber que gestión se necesita hacer para volver a retomar mi carrera inconclusa , ya que he visto que no figuro como alumno regular en dicha universidad. desde ya muchas gracias por su atención. saludos ",3,5,5,1,2018,2,1,1,1,1,27,11,261,0.0,0.8122605363984674,2,46,22,0.8913043478260869,0.01532567049808429,2,0,Requisitos de Ingreso
a quien corresponda  la consulta es como debo inscribirme en una materia optativa? lo puedo hacer por internet?  me interesa cursar diseño de investigación educativa codigo 30163  agradecere vuestra respuesta  silvia mujica ,3,2,8,2,2016,2,1,1,1,1,4,4,224,0.0,0.8080357142857143,1,37,16,0.8918918918918919,0.008928571428571428,1,1,Requisitos de Ingreso
"hola, buenas tardes. mi consulta es debido a que mi tarjeta sube se rompió, y me vi obligado a asociarme a una nueva tarjeta sube. el problema es que el beneficio estaba incluido en la tarjeta anterior ( ya le di de baja, numero de gestion 9350300-c4n9m5)  &iquest;como puedo obtener el beneficio nuevamente ?  gracias ",0,3,5,1,2019,1,4,2,1,1,27,6,319,0.0,0.7554858934169278,1,58,30,0.7758620689655172,0.0219435736677116,2,0,Cambio de Carrera
"hola, buenas tardes!! me inscribí en un final hoy a través de la página de la unlu y lo hice en condición de libre, pero yo soy regular, me confundi y no me di cuenta! ustedes podrian ayudarme? estoy preocupada y no sé a quien concurrir!! muchisimas gracias... soy de la sede de san miguel ",2,4,6,1,2018,1,7,4,1,1,54,6,290,0.0,0.7689655172413793,5,56,34,0.75,0.041379310344827586,3,0,Reincorporación
hola buenas tardes como hago para inscribirme por via web para los talleres ,2,3,12,2,2018,2,8,0,0,1,8,4,76,0.0,0.8289473684210527,0,14,10,0.9285714285714286,0.0,1,0,Requisitos de Ingreso
"buen dia, mi consulta tiene que ver con el boleto provincial. realice el tramite con una tarjeta que extravie, le di de baja, en el portal sube tengo inscripta una nueva, pero en la pagina de la universidad no me deja tramitar de nuevo, me dice que ya tengo un beneficio asignado. gracias ",4,3,8,2,2019,0,2,1,1,1,16,6,289,0.0,0.7923875432525952,0,54,33,0.7777777777777778,0.02422145328719723,2,0,Cambio de Comisión
"deseo anotarme en la carrera de licenciatura en biologia y no he recibido ningun mail, para continuar con la inscripcion saludos!!!!! ",5,3,10,2,2015,3,2,0,0,1,0,8,134,0.0,0.7985074626865671,0,22,11,0.9090909090909092,0.04477611940298507,1,0,Ingreso a la Universidad
apoye mi sube en la máquina y todavia no me carga el saldo que brinda el boleto estudiantil. quiero volver a hacer el formulario en la pagina pero servicios web no me deja llenarlo. que puedo hacer? ,3,5,8,2,2019,1,7,4,1,1,1,6,199,0.0,0.7989949748743719,1,38,21,0.8157894736842105,0.01507537688442211,2,0,Simultaneidad de Carreras
"buenos dias. queria consultar si mi tramite para el boleto estudiantil provincial ya fue hecho, porque me dice que si. ya realice la solicitud via web, ahora tengo que presentar algo o esperar a que me manden un email? ",2,1,3,1,2018,2,7,4,1,1,54,11,219,0.0,0.7990867579908676,0,40,22,0.9,0.0228310502283105,2,0,Requisitos de Ingreso
buenas! llame a sube por el tema del boleto estudiantil y me dijeron como que hay datos mios que no estan actualizados en la universidad. que por eso no lo estaria cobrando. soy de sede campana  ,3,2,7,1,2018,2,6,0,0,0,5,4,195,0.0,0.7948717948717948,0,38,26,0.8684210526315791,0.015384615384615384,2,0,Ingreso a la Universidad
"buenas tardes quería consultar que debo hacer que tramite para volver a ser alumna regular de la carrera licenciatura en administracion. mi condicion es libre , y quiero retomar por favor. gracias saludos  ",0,2,8,2,2017,2,2,1,1,1,3,6,206,0.0,0.8203883495145631,1,35,16,0.9428571428571428,0.014563106796116504,2,0,Problemas con la Clave
"hola buenos dias , el email para modificar la contraseña . no llega ! saludos ",6,1,8,2,2018,1,5,3,1,1,8,4,78,0.0,0.7692307692307693,0,16,10,1.0,0.038461538461538464,1,0,Problemas con la Clave
"buenas, cuando voy a activar el boleto estudiantil me aparece que no poseo ningun beneficio; estando ya registrada. espero su respuesta muchas gracias! ",2,4,10,2,2019,2,7,3,1,1,3,6,152,0.0,0.8223684210526315,0,24,9,1.0,0.02631578947368421,1,0,Ingreso a la Universidad
"hola buenas tardes, este tramite de boleto estudiantil debo hacerlo todos los años ?( pregunto, porque yo ya gozaba de este beneficio el año pasado) ",6,3,3,1,2019,1,6,4,1,1,3,4,149,0.0,0.7986577181208053,0,26,14,0.9230769230769232,0.020134228187919462,1,0,Ingreso a la Universidad
olvide mi clave ,2,3,5,1,2017,2,2,3,1,1,7,13,16,0.0,0.8125,0,4,2,1.0,0.0,1,0,Requisitos de Ingreso
"hola, quiero saber como tengo que hacer para continuar la carrera tec.en comer exterior, y si me reconocen todas las materias aprobadas,estando libre. muchas gracias  ",6,2,3,1,2016,3,2,1,1,1,24,6,167,0.0,0.8143712574850299,0,27,10,0.9629629629629628,0.02994011976047904,2,0,Ingreso a la Universidad
"hola, cuando me habilitan para poder ingresar a mi perfil de la facultad?  ",0,3,12,2,2018,1,6,0,0,1,3,6,75,0.0,0.7866666666666666,0,15,8,0.9333333333333332,0.02666666666666667,1,0,Cursadas
"buen día, estoy intentando anotarme a las materias y no puedo ya que al seguir todos los pasos me dice que no tengo los requisitos necesarios para anotarme. &iquest;qué puedo hacer? espero su respuesta. ",0,3,2,1,2019,0,8,0,0,1,5,4,203,0.0,0.8029556650246306,2,35,18,0.8857142857142857,0.024630541871921183,2,0,Requisitos de Ingreso
"buenas tardes, intenté ingresar a consultar servicios académicos y no puedo.... el mje es &quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;.  aguardo vuestros comentarios, muchas gracias, ",2,4,6,1,2016,1,2,1,1,1,3,6,218,0.0,0.8027522935779816,2,32,13,0.90625,0.045871559633027525,5,0,Cambio de Comisión
buenas tardes genero la clave y dice que la mandan al mail pero no he recibido nada. la pueden blanquear? saludo atte.- tengo miedo de no poder inscribirme.- ,4,4,2,1,2018,3,2,1,1,1,54,6,158,0.0,0.7848101265822784,0,29,14,0.8965517241379308,0.02531645569620253,3,0,Requisitos de Ingreso
preinscripcion     para profesorado de educacion fisica 2018 ,2,3,10,2,2017,1,7,0,0,1,43,6,61,0.0,0.7540983606557377,0,12,8,0.6666666666666666,0.0,1,0,Pedido de Certificados
hola buenos días  necesitaba el legajo de la carrera que estoy anotado en simultáneo (técnico universitario en insapeccion de alimentos) mi legajo principal es 125734.                                      muchas gracias ,2,5,11,2,2016,0,3,2,1,0,1,6,220,0.0,0.6636363636363637,3,66,50,0.3787878787878788,0.004545454545454545,1,0,Consulta por Equivalencias
porque me salta error en credenciales si en la uni jamás me entregaron credenciales sólo un legajo ,0,1,3,1,2018,1,2,3,1,1,3,4,99,0.0,0.8282828282828283,2,18,10,0.8333333333333334,0.0,1,0,Boleto Universitario
"hola, buenas tardes. quería preguntarles cómo puedo obtener el beneficio del boleto estudiantil, ya que vivo a 75 kilómetros de la universidad nacional de luján. vivo en carmen de areco. me gustaría que me brindaran más información al respecto si es posible, muchas gracias. ",0,2,3,1,2019,1,8,4,1,1,54,11,275,0.0,0.8072727272727273,7,45,22,0.8888888888888888,0.02545454545454545,4,0,Pedido de Certificados
necesito que me soluciones lo de las vacunas porque asistí todo el mes al taller y el lunes tengo que dar el examen! no es mi culpa que de tarden en ver la documentación. gracias ,5,4,2,1,2018,3,7,3,1,1,52,11,179,0.0,0.7932960893854749,2,36,23,0.8611111111111112,0.0111731843575419,1,0,Ingreso a la Universidad
no me permite insctibirme alas cursadas.y en el correo no tengo nada ,1,1,2,1,2018,1,2,0,0,1,5,4,69,0.0,0.8115942028985508,0,13,8,0.9230769230769232,0.014492753623188406,1,0,Requisitos de Ingreso
buenas tardes quiero volver a estudiar en la facultad pero no recuerdo mi numero de legajo para entrar al portal y cambiarme de carrera a administración como hago?  gracias!  ,2,1,2,1,2019,0,2,0,0,1,54,6,175,0.0,0.8114285714285714,1,32,16,0.875,0.011428571428571429,1,0,Requisitos de Ingreso
intento restablecer la contraseña pero nunca me llega el mail para hacerlo ,3,4,2,1,2019,2,5,3,1,1,24,6,75,0.0,0.84,0,13,7,1.0,0.0,1,0,Cursadas
hola buenas noches estoy intentando desde temprano ingresar a mi perfil para anotarme a la cursada y no me deja dice que el legajo y contraseña estan mal.. desde el celular puedo ingresar pero no me deja anotarme. ,1,1,2,1,2018,3,4,3,1,1,43,4,214,0.0,0.8084112149532711,0,39,20,0.7948717948717948,0.014018691588785048,3,0,Boleto Universitario
"mi consulta es que hoy 5 de diciembre comenzaban las inscripciones a los finales , pero cuando quiero ingresar poniendo mi legajo y mi contraseña me salta que xe2x80x9cel estudiante no cumple con requisitos xe2x80x9c . quisiera saber el porque . gracias  ",2,1,12,2,2018,3,7,4,1,1,25,4,255,0.0,0.7843137254901961,0,44,23,0.8863636363636364,0.011764705882352941,2,0,Boleto Universitario
cambio de horarios de materias ,3,4,2,1,2018,3,5,1,1,1,52,4,31,0.0,0.8387096774193549,0,6,3,0.8333333333333334,0.0,1,0,Boleto Universitario
"buenos dias, mi consulta es que estoy inscripta para aspirante, desde el 25 de octubre y aun no hay datos en el acceso al perfil, por la web. ya lleve toda la documentacion pero no aparezco. hay algun problema? ",2,1,12,2,2018,3,1,0,0,1,54,8,211,0.0,0.7772511848341233,0,40,24,0.9,0.02843601895734597,2,0,Ingreso a la Universidad
quiero saber sobre la inscripcion ,5,3,2,1,2017,3,1,0,0,1,0,8,34,0.0,0.8529411764705882,0,6,2,1.0,0.0,1,0,Problemas con la Clave
hola quiero inscribirme pero no me llegan los correos gracias ,0,3,12,2,2018,1,2,0,0,1,5,6,62,0.0,0.8387096774193549,0,11,6,1.0,0.0,1,0,Boleto Universitario
hola no me llegan respuestas de mi solicitud ,0,4,3,1,2018,0,4,0,0,1,5,4,45,0.0,0.8222222222222222,0,9,6,1.0,0.0,1,0,Cursadas
hola me pre inscribi pero cuando me acorde que me tenia que incribir ya estaba finalizado el periodo de 2 semanas y me volvi a pre inscribir pero  no me llega el  correo  ,2,1,12,2,2017,0,6,0,0,1,5,6,171,0.0,0.783625730994152,0,37,24,0.7027027027027027,0.0,1,0,Requisitos de Ingreso
"hola, quisiera saber si ya me pude reescribir a la carrera de licenciatura en trabajo social,, muchísimas gracias!!!!  ",1,1,3,1,2019,3,2,2,1,1,5,4,119,0.0,0.7815126050420168,1,20,10,0.95,0.05882352941176471,1,0,Boleto Universitario
no puedo ingresar a mi perfil de estudiante  ,2,4,2,1,2018,3,4,2,1,1,54,4,45,0.0,0.8,0,10,6,0.9,0.0,1,0,Boleto Universitario
hola no me llega el msn para cambiar la contraseña para poder ingresar a mi situación académica. para anotarme a las materias de 2do cuatrimestre. ,0,1,8,2,2018,2,5,2,1,1,5,11,147,0.0,0.8095238095238095,2,26,16,0.8846153846153846,0.013605442176870748,2,0,Cursadas
"hice el proceso para el boleto, y me apareció como que termine, pero después me decía que hubo un error y tenía que hacer el formulario de vuelta, ahora quiero entrar para volver a hacer y me dice que ya tengo un trámite. trate de pasar la sube en la terminal pero me dice que no tengo nada. ",0,3,4,1,2019,0,7,0,0,1,25,4,292,0.0,0.7842465753424658,5,59,36,0.6779661016949152,0.017123287671232876,2,0,Boleto Universitario
"cuando me dispuse a realizar la preinscripción a materias, me encontré con que materias que nos habían dicho que eran teóricas tienen su parte práctica o algo por el estilo. podrían aclararme esta duda? ya que hace complicado elegir los horarios. muchas gracias, joaquín. ",0,2,2,1,2018,0,7,0,0,0,43,4,272,0.0,0.8161764705882353,7,45,22,0.8888888888888888,0.02205882352941177,3,0,Pedido de Certificados
"hola buenas tardes, para la incripcion a las asignaturas me dijeron que me iba a llegar un enlace a mi correo pero hace días que estoy intentando pero no me llega.. desde ya mucha graciad ",3,4,2,1,2018,2,7,0,0,1,0,6,188,0.0,0.7978723404255319,1,36,22,0.8333333333333334,0.015957446808510637,2,0,Boleto Universitario
renovar contraseña ,1,4,11,2,2017,0,1,2,1,1,54,13,19,0.0,0.8947368421052632,0,3,1,1.0,0.0,1,0,Reincorporación
"a quien corresponda: buenos días. les comento que año pasado  me había inscrito para la carrera de contador publico, no pude arrancar el taller que se dicto en febrero. ahora me quiero volver anotar para empezar el 2&deg; cuatrimestre y no me deja. (ud. ya se encuentra inscripto como aspirante para el año 2017. no es posible realizar la registración.) desde ya muchas gracias ",4,3,4,1,2017,0,2,0,0,1,54,6,378,0.0,0.783068783068783,3,66,33,0.7878787878787878,0.023809523809523808,6,0,Ingreso a la Universidad
hice el primer paso para la pre-inscripción y no me llegó nada a mi mail.  ,4,3,3,1,2018,2,3,0,0,1,0,6,75,0.0,0.76,2,17,13,0.9411764705882352,0.013333333333333334,1,0,Requisitos de Ingreso
"hola. quiero saber porque no puedo ingresar a mi perfil de estudiante,  me dice que no poseo los requisitos nesesarios   ",1,4,11,2,2018,2,8,4,1,1,19,6,121,0.0,0.7933884297520661,0,24,13,0.8333333333333334,0.016528925619834708,1,0,Boleto Universitario
"buenas tardes.  en la fotocopia que me dieron donde aclara mis dias y horarios de cursada para el taller de febrero, dice que tengo que confirmar el numero de comision  ",0,2,1,1,2017,2,4,0,0,1,43,6,169,0.0,0.7988165680473372,0,33,19,0.7878787878787878,0.01183431952662722,1,0,Cursadas
"hola buenas tardes,me comunico con el fin de que no me llega el meil de inscripción,porfavor comunicarse a la brevedad. gracias. ",2,3,10,2,2019,1,5,0,0,1,5,6,129,0.0,0.8062015503875969,1,22,14,0.9090909090909092,0.03100775193798449,2,0,Ingreso a la Universidad
"hola, no recuerdo mi legajo y no puedo ingresar a inscribirme podrían enviármelo por favor? por temas laborales no puedo acercarme a la universidad en cualquier horario. gracias ",0,1,3,1,2018,3,6,0,0,1,3,4,178,0.0,0.8258426966292135,2,29,12,0.8275862068965517,0.016853932584269662,1,0,Situación Académica
me olvide la contraseña. y necesito inscribirme en este cuatrimestre. por favor como puedo hacer? ,2,1,8,2,2017,1,1,2,1,1,5,4,98,0.0,0.8163265306122449,0,16,8,1.0,0.030612244897959183,2,0,Requisitos de Ingreso
"hola, buenos días.  queria saber sobre la carrera de licenciatura en enfermería. me hice la pre-inscripcion.pero no me llega nada a mi correo. que debo hacer? ",2,4,11,2,2017,0,6,0,0,1,52,6,159,0.0,0.7861635220125787,2,28,15,0.8928571428571429,0.03773584905660377,4,0,Ingreso a la Universidad
necesito anotarme a las materias del 1er cuatrimestre de la carrera y me dice &quot;se ha enviado un email al correo registrado para continuar la inscripcion&quot; y no me lo mandan. que hacer?  ,0,3,2,1,2018,1,7,0,0,1,1,4,195,0.0,0.7897435897435897,0,35,21,0.8857142857142857,0.02051282051282052,1,0,Ingreso a la Universidad
no recuerdo mi clave hice todo el procedimiento y nunca me llego el mail. ,3,4,6,1,2018,1,1,2,1,1,3,6,74,0.0,0.7972972972972973,0,15,9,0.9333333333333332,0.013513513513513514,1,0,Boleto Universitario
