Consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura
"buenos dias, queria saber mi situación académica, si estoy libre o regular en la carrera. mi otra consulta se debe al hecho que intenté inscribirme a la cursada de ideas políticas 20690 y no me figura en la nómina de materias para cursar. desde ya muchas gracias ",4,1,3,1,2016,1,2,1,1,1,8,6,263,0.0,0.7870722433460076,5,48,23,0.8958333333333334,0.015209125475285171,2,1
no puedo inscribirme a las materias del primer cuatrimestre  ,0,3,2,1,2019,3,7,0,0,1,54,4,61,0.0,0.8360655737704918,0,11,6,0.9090909090909092,0.0,1,0
" me confundi a la hora de elegir los horarios para inscribirme en las materias y ya los confirme, no habra una forma de cambiarlos?  ",4,4,2,1,2018,1,7,4,1,1,25,6,133,0.0,0.7894736842105263,0,27,18,0.8518518518518519,0.015037593984962403,1,0
"buen día, estoy intentando anotarme a las materias y no puedo ya que al seguir todos los pasos me dice que no tengo los requisitos necesarios para anotarme. &iquest;qué puedo hacer? espero su respuesta. ",0,3,2,1,2019,0,8,0,0,1,5,4,203,0.0,0.8029556650246306,2,35,18,0.8857142857142857,0.024630541871921183,2,0
"buenas tardes, mi consulta es porque quiero solicitar mi baja a la carrera ya que no voy a seguir concurriendo parea que med en de baja de todo. hay algún paso a proceder? espeeo respuestas gracias  ",3,3,3,1,2019,2,5,3,1,1,27,6,199,0.0,0.7989949748743719,1,38,22,0.8157894736842105,0.01507537688442211,1,0
"el año pasado inicié el profesorado en física en simultáneo con ing. en alimentos, me digeron que se me iban a dar asignaturas como equivalencias directas en el prof.  por las materias aprobadas en la ing., entro a mi perfil del prof. y clickeo en &quot;analítico&quot; y me abre el analítico de todas las asignaturas que rendi en la ing.,&iquest;cómo puedo saber qué asignaturas tengo aprobadas por eqivalencia? ",3,2,2,1,2019,1,1,4,1,1,58,6,413,0.0,0.7966101694915254,7,70,40,0.6857142857142857,0.029055690072639227,5,0
"consulta sobre el boleto estudiantil provincial, quiero llenar el formulario pero me sale que ya tengo asignado un beneficio. no entiendo. otra consulta, no me salen los horarios para el 2do cuatrimestre.  gracias. ",0,5,7,1,2018,0,8,2,1,1,3,6,215,0.0,0.8093023255813954,0,35,18,0.8571428571428571,0.027906976744186046,4,0
"buenos d&igrave;as, necesito certificado anal&igrave;tico de  materias aprobadas con porcentaje.  ",4,2,4,1,2017,1,1,2,1,1,5,6,98,0.0,0.8163265306122449,0,13,5,0.8461538461538461,0.040816326530612235,1,0
soy aspirante y no me llega el email que me tienen que enviar para poder anotarme en las materias.  ,2,1,2,1,2018,1,6,0,0,1,3,6,100,0.0,0.79,0,21,13,0.8571428571428571,0.01,1,0
"hola queria sabes porque no me deja ingresar al sistema, me dice que no cumplo con los requisitos para ingresar. y me quiero anotar en las materias. ",6,4,2,1,2017,1,6,3,1,1,54,6,149,0.0,0.7986577181208053,0,28,17,0.8928571428571429,0.020134228187919462,2,0
"hola quiero anotarme a las materias ,para el segundo cuatri ,pero no puedo ,dice que no estoy en condiciones,me podrian decir que tengo que hacer,muchas gracias  ",0,1,8,2,2019,0,3,4,1,1,52,4,162,0.0,0.8024691358024691,0,28,12,0.8571428571428571,0.0308641975308642,1,0
quiero confirmar dias y horarios de inicio de cuatrimestre. gracias. ,0,2,2,1,2016,3,5,0,0,1,43,4,69,0.0,0.8260869565217391,0,11,5,0.9090909090909092,0.028985507246376805,2,0
"hola, quería saber cuál es el motivo por el que no puedo recibir la carga del boleto estudiantil, estoy desde el año pasado y entro a mi perfil, justo en boleto estudiantil provincial queriendo tratar de actualizar mis datos pero me dice que no se puede realizar la operación ya que tengo el beneficio asignado, pero voy a las terminales a cargar la sube y no recibo la carga correspondiente, necesito que me den una solución por favor.  ",4,3,3,1,2019,3,7,4,1,0,3,4,438,0.0,0.8059360730593608,4,80,44,0.75,0.0136986301369863,1,0
"buen dia, necesitaba saber como darle de baja al tramite de boleto estudiantil que estaba en proceso porque perdi la sube con la que estaba echo el tramite, la di de baja y lo quiero hacer nuevamente ",1,3,4,1,2019,1,5,4,1,1,3,4,200,0.0,0.805,0,38,23,0.8157894736842105,0.01,1,0
quisiera saber si el boleto estudiantil se sigue abonando. ya que no me an recargado la sube durante todo este año. gracias ,1,4,4,1,2018,2,6,3,1,0,1,4,124,0.0,0.8064516129032258,0,23,14,1.0,0.016129032258064516,2,0
"hola, tuve que dar de baja mi tarjeta sube, que tenía boleto estudiantil provincial, por extravío. registre otra tarjeta sube a mi nombre pero la pagina de la unlu me imposibilita volver a realizar la solicitud para el beneficio.  gracias por su respuesta! ",3,1,9,2,2019,3,8,4,1,1,43,4,257,0.0,0.8054474708171206,2,45,26,0.8,0.02334630350194553,2,0
"estimados, soy alumno regular y no recuerdo mi clave para ingresar a ingresar a insc para cursar. solicité blanque de contraseña pero no recibo el mail para realizarlo.   ",1,3,2,1,2018,1,2,1,1,1,54,6,171,0.0,0.8070175438596491,1,31,18,0.7741935483870968,0.017543859649122806,2,0
"el sistema me pidio que cambiara el password, lo hice pero me tiro error, y ahora no me acepta el password anterior para ingresar uno nuevo. ",2,1,8,2,2019,2,2,1,1,0,17,13,141,0.0,0.7943262411347518,0,27,16,0.8518518518518519,0.02127659574468085,1,0
"buenas tardes, quería saber cuando nos van a poner la carga del boleto estudiantil universitario ya que empezamos la cursada en marzo y no tenemos el saldo en la sube para seguir cursando. y además aumento el boleto y no nos alcanza el dinero para seguir cursando todos los días. gracias! saludos. ",0,4,4,1,2018,2,3,2,1,0,4,6,298,0.0,0.8087248322147651,3,53,25,0.7735849056603774,0.016778523489932886,3,0
"hola, me inscribí y no recuero bien en que materias ya que no las anote, me podran informar cuales son y con cual comienzo el dia lunes 7/3 o en que parte de la pagina lo puedo ver. muchas gracias. ",0,5,2,1,2016,2,2,3,1,1,5,6,198,0.0,0.7626262626262627,1,41,26,0.8536585365853658,0.020202020202020204,2,0
hola q tal... me olvidé la contraseña.. quiero cambiarla y me dice estudiante inhabilitado... que podría hacer para solucionarlo porque me tengo que anotar en un final de introducción a la administración..  ,2,1,12,2,2018,0,3,4,1,1,54,4,207,0.0,0.7922705314009661,4,34,18,0.8529411764705882,0.04830917874396135,10,0
hola quiero que me informen porque todavía no nos dieron la carga del boleto estudiantil es muy necesario acceder al beneficio para poder seguir estudiando.  ,3,1,4,1,2018,1,1,3,1,1,5,4,158,0.0,0.8291139240506329,1,27,13,0.9629629629629628,0.006329113924050633,1,0
"hola, quería saber como hago para inscribirme en el boleto estudiantil? ya que la página pide que sea desde el usuario de la universidad.  ",2,4,2,1,2019,2,7,4,1,1,27,4,139,0.0,0.7985611510791367,2,26,16,0.8461538461538461,0.02158273381294964,1,0
"buenos dias, necesito saber como debo inscribirme en las asignaturas del 1er cuatrimestre, ya que en la pagina solo me permite consultas.  muchas gracias ",1,2,2,1,2018,3,7,0,0,1,43,6,154,0.0,0.8116883116883117,0,26,14,0.9230769230769232,0.01948051948051948,1,0
solicite hacer el trámite del boleto estudiantil y el link enviado a mi cuenta de mail dice que no corresponde a un trámite existente. éste trámite lo solicite el día 13/03. lo quise volver a solicitar y no lo puedo hacer. necesito que me solucionen éste problema ya que al beneficio lo necesito. ,5,4,3,1,2019,1,8,4,1,1,43,4,297,0.0,0.7912457912457912,6,54,31,0.7222222222222222,0.01346801346801347,4,0
"estimada gente de unlu , necesitaba obtener de manera actualizada. , las materias aprobadas de la tecnicatura en trabajo social y de la licenciatura , muchas gracias. raquel cornago ",4,2,3,1,2018,3,1,0,0,1,5,13,182,0.0,0.8131868131868132,0,30,14,0.8,0.027472527472527472,2,0
"mi consulta es que no se me acredita el plan de la sube, hace dos años que tengo el plan pero este no se me acredito al empezar la cursada, quería saber si se me quito el plan o tengo que hacer algo para activarlo de vuelta. ",3,3,3,1,2019,1,7,3,1,1,25,4,225,0.0,0.7777777777777778,1,48,34,0.7083333333333334,0.013333333333333334,1,0
"buenos días, me comunico con usted porque me aparece, al entrar a mi situación académica, que no me encuentro regular en la carrera y que tenia un tramite pendiente para regularizarla y que me mandaron un mail.  queria saber porque me aparece eso y el mail nunca lo recibi en ningun lado ni en spam  ",0,2,3,1,2019,0,4,2,1,0,43,6,300,0.0,0.7966666666666666,3,58,33,0.7586206896551724,0.013333333333333334,1,0
"buenas tardes,    les escribo para saber como puedo obtener el acceso para realizar la inscripción a la carrera seleccionada.  espero respuesta.   saludos y gracias. ",1,1,2,1,2017,2,1,0,0,0,27,13,166,0.0,0.7951807228915663,1,31,16,0.7419354838709677,0.024096385542168683,3,0
"hola buenas tardes, necesito que me envien el mail para poder inscribirme a las materias de la cursada ",2,1,2,1,2018,1,4,0,0,1,5,4,103,0.0,0.8155339805825242,0,19,11,1.0,0.009708737864077669,1,0
"hola! yo me inscribí este año en la carrera de tecnica en inspección de alimentos, quise anotarme para la inscripción a las cursadas pero me aparece que no tengo los requisitos para anotarme gracias ",0,3,2,1,2019,0,8,0,0,1,19,4,199,0.0,0.8190954773869347,3,35,20,0.8285714285714286,0.010050251256281407,1,0
no puedo lograr abrir mi perfil de estudiante  ,2,3,12,2,2018,1,8,4,1,1,0,4,47,0.0,0.8085106382978723,0,10,5,0.9,0.0,1,0
buenas tardes.  me comunico porque no se donde debería reclamar que en el beneficio de la sube aparezco como que tengo el beneficio pero en realidad la última vez que me cargaron fue en enero. y no se como hacer o a quien reclamar. pregunte por este medio y me dijeron a partir de marzo pero aun no tengo nada.   desde ya muchas gracias ,2,1,4,1,2018,2,2,2,1,1,16,4,337,0.0,0.7893175074183977,2,68,40,0.6911764705882353,0.011869436201780416,4,0
"hola! quiero completar on line la inscripcion a la cursada del primer cuatrimestre. me inscribiré solo a dos materias, pero no me deja seguir el sistema en tanto no complete todos los cuadros de las asignaturas. me podrian ayudar con este punto. gracias! ",1,3,2,1,2017,0,2,0,0,1,4,13,255,0.0,0.807843137254902,1,44,24,0.8863636363636364,0.023529411764705882,3,0
"buenas noches, tengo problemas al iniciar sesión no recuerdo la contraseña y ademas me pide restablecer una nueva. ",2,1,3,1,2018,3,4,2,1,0,3,11,115,0.0,0.8260869565217391,1,19,8,1.0,0.017391304347826087,1,0
"buenas tardes, quisiera saber a partir de que hora me puedo inscribir a las materias para el 2do cuatrimestre o si tengo que ir presencialmente ya que soy aspirante. no quisiera perder las fechas, ni los horarios que crei convenientes. desde ya muchas gracias ",0,1,8,2,2019,1,5,4,1,1,54,4,260,0.0,0.8115384615384615,0,45,25,0.8444444444444444,0.015384615384615384,2,0
"hola qué tal! quería comentarles que estoy teniendo un inconveniente para inscribirme el mes de agosto ya que no me llega el mail para completar el formulario, por favor si me pondrían brindar información estaría muy agradecida. desde ya muchas gracias.  ",3,1,4,1,2018,3,7,0,0,1,0,6,255,0.0,0.8196078431372549,5,43,24,0.8372093023255814,0.015686274509803918,2,0
buenos días/tardes/noches. requiero que se suba la nota del final de química general realizado la fecha 22-02-2018 a la plataforma web para poder inscribirme en química inorganica antes de que el periodo de inscripción termine. gracias. ignacio simez roig ,0,4,2,1,2018,3,5,3,1,1,1,6,256,0.0,0.7890625,4,40,19,0.85,0.01171875,3,0
"buenos días, escribo para consultar sobre la solicitud de equivalencias que requiero presentar en otra institución. quisiera saber qué trámites debo realizar en la unlu para tal fin. desde ya, muchas gracias.  saludos  nazarena ",1,2,12,2,2017,1,4,2,1,1,3,6,228,0.0,0.8201754385964912,4,37,18,0.8648648648648649,0.02192982456140351,3,0
hola! quiero entrar a mi perfil de estudiante y me dice xe2x80x9cel estudiante no cumple con los requisitos para ingresar al sistemaxe2x80x9d. no se por qué. antes podía ingresar sin problemas. ,1,4,11,2,2018,2,6,4,1,0,27,4,194,0.0,0.7783505154639175,2,32,17,0.90625,0.020618556701030927,3,0
no me llega el mail para regularizar mi situación. ,0,5,7,1,2018,2,4,2,1,1,5,4,51,0.0,0.8039215686274509,1,10,7,1.0,0.0196078431372549,1,0
quiero toda la informacion sobre la carrera! ,3,1,2,1,2017,2,4,1,1,1,2,6,45,0.0,0.8222222222222222,0,8,4,0.875,0.022222222222222227,1,0
"buenas tardes, quería hacer una consulta, no me llega el link al mail de las inscripciones a las materias. me dice que ya mande muchas solicitudes de inscripción pero nunca llego el mail que me tienen que mandar. ",2,1,2,1,2018,2,7,0,0,1,0,4,213,0.0,0.8028169014084507,2,39,23,0.7948717948717948,0.018779342723004692,2,0
disculpen las molestias pero el año pasado realice el tramite para recibir el boleto estudiantil provincial pero no obtuve respuesta sobre si se había realizado existosamente ni tampoco me llego ningún mensaje sobre el tema. hoy intente hacerlo de nuevo pero al intentar iniciar el tramite la pagina me dice que la solicitud no ha podido completarse porque la persona ya tiene un beneficio asignado. me gustaría saber cual es el problema. muchas gracias por su tiempo. ,4,3,3,1,2019,1,4,2,1,1,54,13,469,0.0,0.8272921108742004,3,78,36,0.8205128205128205,0.008528784648187633,4,0
no me llega el mail con el link para inscribirme en las materias ,5,3,2,1,2018,2,5,0,0,0,17,8,65,0.0,0.8,0,14,11,0.9285714285714286,0.0,1,0
"buenas tardes, aun no cargaron la nota del final de contabilidad 1 con bianchi! y me parece raro porque ya paso más de una semana!  muchas gracias!  ",4,1,10,2,2018,3,6,2,1,0,3,6,149,0.0,0.7718120805369127,1,30,19,0.9,0.026845637583892617,1,0
buenos dias.  quería saber como hago para tramitar la constancia de alumno regular y de materias aprobadas  o porcentaje de carrera para ser presentado como documentación para poder presentarme como profesor en escuela estatales.  muchas gracias. ,2,2,10,2,2016,0,2,1,1,1,54,6,247,0.0,0.8299595141700404,2,40,19,0.775,0.012145748987854251,3,0
"buenos días, quería hacer una consulta sobre la entrega del analítico. egresé en el año 2017 y quisiera saber si hace falta ir a legalizar el título, o si con la copia de este ya es suficiente (ya que algunos me comentan que el título ya viene legalizado).  muchas gracias ",3,1,8,2,2018,0,7,4,1,0,0,4,273,0.0,0.7765567765567766,6,52,29,0.8653846153846154,0.014652014652014654,2,0
"hola, necesito un certificado donde aparezca el porcentaje de materias aprobadas. ",2,4,6,1,2017,2,4,2,1,1,54,6,82,0.0,0.8414634146341463,0,12,4,1.0,0.024390243902439025,1,0
quisiera saber como hacer para inscribirme en la carrera de contador publico  ,4,2,3,1,2018,2,5,0,0,1,0,4,78,0.0,0.8333333333333334,0,14,7,0.9285714285714286,0.0,1,0
quisiera saber el motivo x el cual no puedo recibir el boleto estudiantil ya que mis ingresos son muy bajos y me es necesario para poder viajar a la facultad ,3,2,11,2,2018,3,6,4,1,1,54,4,158,0.0,0.810126582278481,0,31,18,0.935483870967742,0.0,1,0
"hola! quisiera saber como puedo resolver el tramite para el boleto estudiantil provincial, ya que cuando quiero iniciarlo me aparece &quot;error de credenciales&quot;. desde ya muchas gracias. ",0,1,3,1,2018,1,5,2,1,1,5,6,193,0.0,0.8186528497409327,0,28,10,0.9285714285714286,0.031088082901554407,2,0
"a quien corresponda: buenos días. les comento que año pasado  me había inscrito para la carrera de contador publico, no pude arrancar el taller que se dicto en febrero. ahora me quiero volver anotar para empezar el 2&deg; cuatrimestre y no me deja. (ud. ya se encuentra inscripto como aspirante para el año 2017. no es posible realizar la registración.) desde ya muchas gracias ",4,3,4,1,2017,0,2,0,0,1,54,6,378,0.0,0.783068783068783,3,66,33,0.7878787878787878,0.023809523809523808,6,0
hola yo habia ido ah la universidad ah terminar la inscripcion y me dijieron que despues tenia que ingresar en mi perfil desde la pagina y cuando intento ingresar me pone que no existen datos para este aspirante. si me podrian dar una solucion por que yo deveria comenzar el 05 de marzo y aun no se el horario que tengo que ah cursar. desde ya muchas gracias. ,6,4,2,1,2018,2,7,0,0,1,41,4,360,0.0,0.7972222222222223,0,69,41,0.7391304347826086,0.008333333333333333,3,0
"hola buenos días, en principio gracias por la respuesta. ingrese a situación académica finales y me pude encontrar con las calificaciones. lo que me llamo la atención de esto es que no me figura deportes individuales y su enseñanza ii (dos) la cual yo ya curse y promoví con 7. espero su respuesta, gracias !! ",2,3,2,1,2016,0,4,2,1,1,43,6,310,0.0,0.7903225806451613,5,56,33,0.8214285714285714,0.022580645161290318,3,0
"buenas tardes, quería saber qué día inicia el primer cuatrimestre.. gracias espero su respuesta ",1,3,2,1,2019,1,7,4,1,0,27,6,96,0.0,0.8229166666666666,3,15,5,1.0,0.03125,2,0
"hola, buen día. soy aspirante 2019, y me inscribí el 29/10 pero todavía no aparecen mis datos y no entiendo el por qué. si me pueden asesorar, muchas gracias.  ",3,3,11,2,2018,0,8,0,0,1,3,4,160,0.0,0.71875,4,31,18,0.8387096774193549,0.0375,3,0
"hola quería consultar sobre la carga en la sube, de este año no obtuve ninguna carga, fui a hablar y me dijeron que en este mes de abril la iba a tener y todavía no la obtengo! querría saber porque? y si lo van acreditar? muchas gracias saludos ",0,4,4,1,2018,3,4,2,1,1,2,4,245,0.0,0.7836734693877551,3,49,28,0.7959183673469388,0.020408163265306117,1,0
"en septiembre aprobé el final en condición de alumno libre de elementos de matemática, el acta aún no ha sido cargada y en mi situación académica no aparece la calificación (4 cuatro) ",4,1,11,2,2015,2,4,2,1,1,3,8,184,0.0,0.8043478260869565,7,33,19,0.8181818181818182,0.005434782608695652,1,0
"hola , quiero saber cómo hago en la página para anotarme a rendir materias , gracias !  ",1,1,2,1,2018,3,2,0,0,1,43,13,88,0.0,0.7613636363636364,2,19,12,0.8947368421052632,0.03409090909090909,1,0
"buenos días, el motivo de mi consulta es saber si es posible un cambio de turno,me incribi en turno mañana, pero por problemas personales, necesitaría poder asistir en turno noche, lamentablemente mi madre tiene una enfermedad terminal,y se me complicaria asistir en el turno que elegí en principio, espero poder estar a tiempo de cambiarme, les agradezco de antemano la respuesta. atte vanina salvucci ",5,2,1,1,2019,1,2,0,0,1,5,6,403,0.0,0.8188585607940446,3,65,27,0.8,0.022332506203473945,1,0
hola queria saber porque no me publicaron la nota del final de economia i que lo rendi en san miguel el jueves 13 de julio.  ,2,3,7,1,2017,1,6,3,1,1,54,6,125,0.0,0.768,0,27,17,0.925925925925926,0.008,1,0
"mi cusulta ya hice la pre inscripcion y todavia no me llego en mi mail, eso debo imprimir o como seria o solo debo llevar los papeles para inscribirme? ",2,1,4,1,2018,1,8,0,0,1,54,4,152,0.0,0.7960526315789473,0,30,20,0.9,0.013157894736842105,1,0
"hola, mi nombre es agustin pompiglio y este año (2018) ingrese en la universidad. actualmente me encuentro cursando el taller de &quot;análisis y resolución de problemas&quot;. mi consulta es acerca de que no me deja inscribirme a las materias via web ya que me informa que &quot;no cumplo con los requisitos&quot;. quería saber si me podrian brindar una solución, desde ya muchas gracias. ",0,2,2,1,2018,1,6,0,0,1,3,6,390,0.0,0.7871794871794872,4,64,34,0.828125,0.02564102564102564,4,0
"me dice q tengo el beneficio asignado, pero no me cargan la sube. ",1,2,4,1,2019,3,3,4,1,1,3,4,66,0.0,0.7727272727272727,0,14,9,0.9285714285714286,0.030303030303030307,1,0
"buenos días, yo me inscribí y no me llega ningún e-mail.   como hago para poder hacer la inscripción y poder comenzar este cuatrimestre.   muchas gracias    ",4,1,4,1,2018,0,5,0,0,0,5,4,157,0.0,0.7707006369426752,4,33,19,0.696969696969697,0.01910828025477707,2,0
buenas tardes estoy tratando de ingresar al perfil de estudiantes y me dice que mi número de legajo o clave son incorrectos. estoy segura de haber puesto bien ambas. de todos nodos intente cambiar la clave. mande la solicitud me avisa en el mensajr que revise mi correo. pero no me llega nada al mismo....muchas gracias. ,2,1,3,1,2019,1,1,2,1,1,3,6,321,0.0,0.7975077881619937,1,57,27,0.8070175438596491,0.02803738317757009,9,0
&iquest;por qué no me llego la recarga de sube por boleto estudiantil provincial?  hice el trámite el año pasado y cuando entro ahora a &quot;boleto estudiantil provincial&quot;  aparece &quot;la persona ya tiene un beneficio asignado&quot;   ,1,3,4,1,2018,3,6,3,1,1,17,6,243,0.0,0.7942386831275721,2,40,20,0.85,0.02469135802469136,1,0
"hola qué tal, quisiera saber cuándo abren las inscripciones para el 2020, muchas gracias. ",1,3,10,2,2019,3,5,0,0,1,43,4,90,0.0,0.7666666666666667,2,15,7,1.0,0.03333333333333333,1,0
hola quisiera saber que pasa con los examenes que no se tomaron debido al paro y si en agosto se abre una nueva mesa ,3,1,8,2,2017,1,4,2,1,1,16,4,117,0.0,0.7948717948717948,0,25,18,0.92,0.0,1,0
"buenas tardes, me comunico con ustedes para encontrarle la solucion a mi problema. no puedo ingresar a la cuenta de mi legajo, porque olvide mi contraseña. mande la solicitud para que me llegue el email y recuperar mi clave, pero todavia no me llego el email. ",2,4,6,1,2018,2,4,3,1,1,54,6,260,0.0,0.8,0,47,24,0.7659574468085106,0.02307692307692308,3,0
"quiero inscribirme a materias. hace 5 años deje de estudiar, y quisiera retomar ",1,1,3,1,2019,1,3,1,1,1,54,6,80,0.0,0.8,0,14,8,1.0,0.025,1,0
"hola, quise inscribirme para el boleto estudiantil y no pude porque en el municipal no me acepta el codigo postal de donde vivo(giles), y en el provincial me dice que no esta habilitado hasta nuevo aviso. como continuo el tramite? gracias. ",0,1,3,1,2019,3,7,4,1,1,5,6,240,0.0,0.8,0,42,22,0.7857142857142857,0.02083333333333333,2,0
"estimados, necesitaba el certificado de materias aprobadas para presentar en mi empleo. agradezco su atención. curieses leticia ",0,3,3,1,2017,2,2,1,1,1,5,13,128,0.0,0.84375,1,18,7,1.0,0.0234375,2,0
 a la hora de anotarme a las cursadas me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; me gustaría saber los requisitos que incumplo para ponerlos al día y poder así anotarme adecuadamente ,3,3,2,1,2019,2,7,0,0,0,17,8,259,0.0,0.8146718146718147,4,43,25,0.813953488372093,0.015444015444015444,2,0
preinscripcion     para profesorado de educacion fisica 2018 ,2,3,10,2,2017,1,7,0,0,1,43,6,61,0.0,0.7540983606557377,0,12,8,0.6666666666666666,0.0,1,0
"buenas noches. necesito un certificado analítico de materias aprobadas. como debo hacer para solicitarlo; debo ir personalmente, me lo entregan en el momento? la consulta es porque no doy de la localidad y debo pedir d&igrave;a en el trabajo para ir. desde ya muchas gracias. saludos. ",0,3,9,2,2018,3,2,1,1,1,3,6,285,0.0,0.8035087719298246,1,47,25,0.851063829787234,0.03157894736842105,5,0
hola quisiera saber si con el titulo de analista en sistemas egresado en un instituto terciario privado podría hacer la licenciatura en la universidad de lujan. desde ya muchas gracias. aguardo una respuesta. saludos ,4,1,4,1,2016,3,4,0,0,1,14,4,217,0.0,0.8294930875576036,1,35,15,0.8857142857142857,0.013824884792626729,3,0
"buen dia, quería consultar por inscripción para el 2do cuatrimestre, desde ya muchas gracias. alejandra ",0,4,6,1,2017,0,2,0,0,0,1,1,104,0.0,0.8173076923076923,2,16,8,1.0,0.02884615384615385,1,0
"buenas, comence lo que seria la inscripcion  via web hoy pero todavia no me llega el email para continuar con la inscripcion ",1,3,10,2,2018,0,8,0,0,1,54,6,125,0.0,0.8079999999999999,0,24,15,0.875,0.008,1,0
no me llega el msm de gmail ,3,2,2,1,2018,1,8,0,0,1,54,4,28,0.0,0.75,0,8,6,1.0,0.0,1,0
"recientemente presente una solicitud de equivalencias, me gustaria saber cual es el estado de dicha solicitud. ",6,3,6,1,2018,3,3,4,1,1,55,4,111,0.0,0.8378378378378378,0,17,8,0.9411764705882352,0.018018018018018014,1,0
"buenos dias, perdi mi sube y la di de baja y tenia el boleto estudiantil asignado, como puedo hacer para configurarlo a mi nueva sube? ",6,1,5,1,2019,1,5,3,1,1,54,4,135,0.0,0.7925925925925926,0,26,14,0.9230769230769232,0.022222222222222227,1,0
"hola ,intente ingresar al sistema para anotarme en las materias del próximo cuatrimestre y no pude que podría hacer? gracias.  ",4,4,2,1,2017,3,5,3,1,1,27,6,127,0.0,0.8110236220472441,2,22,12,0.9545454545454546,0.023622047244094488,1,0
hola quisiera entrar al sistema con mi numero de legajo para anotarme a una carrera pero no me deja como puedo hacer? desde ya gracias  ,2,2,3,1,2017,1,3,2,1,1,0,4,136,0.0,0.8014705882352942,0,27,16,0.9629629629629628,0.007352941176470587,1,0
hola. quisiera saber porque al solicitar el boleto estudiantil me sale &quot;error de credenciales&quot; me dice que mis datos son incorrectos y no cumplo con los requisitos. el año pasado lo solicite pero me lo sacaron. y quería registrarme nuevamente. ,0,1,3,1,2018,0,6,3,1,1,43,4,254,0.0,0.8110236220472441,1,41,22,0.8780487804878049,0.023622047244094488,4,0
necesito me realicen un analitico con % de carrera para inscripcion en asuntos docentes de mi ciudad. gracias! ,1,2,8,2,2017,2,1,1,1,1,27,13,111,0.0,0.8108108108108109,0,19,10,0.9473684210526316,0.018018018018018014,1,0
hola necesitaría un certificado de materias aprobadas con el porcentaje correspondiente para presentar en el consejo escolar ,0,2,5,1,2017,3,2,1,1,1,5,6,125,0.0,0.8640000000000001,1,18,9,0.9444444444444444,0.0,1,0
"buenas tardes, quería hacer una consulta acerca de porque no me deja ingresar a la cuenta de inscripción cursada. no me estaría dejando anotar ",2,3,2,1,2019,3,8,0,0,1,54,4,143,0.0,0.8181818181818182,3,25,11,0.88,0.013986013986013986,1,0
"hola les queria pedir el certificado de porcentaje de materias, desde ya muchas gracias.  ",1,4,2,1,2017,3,5,2,1,1,43,6,90,0.0,0.8111111111111111,0,16,8,0.875,0.022222222222222227,1,0
"buenas tardes, mediante la presente solicito el certificado analítico de asignaturas aprobadas, la misma será presentada para tramitar el ingreso a la docencia en  la secretaria de inspección del distrito de escobar                               atte. alvez ",0,1,8,2,2017,3,1,2,1,1,5,6,258,0.0,0.7364341085271318,3,66,46,0.4393939393939394,0.011627906976744186,1,0
renovar contraseña ,1,4,11,2,2017,0,1,2,1,1,54,13,19,0.0,0.8947368421052632,0,3,1,1.0,0.0,1,0
buenas tardes!.queria saber como puedo recuperar mi clave para acceder y poder inscribirme a las cursadas cuatrimestrales ya que cumpli con todos los pasos de&quot;olvide mi contraseña&quot; y aún no llego nada a mi mail.solicito mi contraseña para poder anotarme a las cursadas.desde ya muchas gracias! ,6,1,7,1,2018,1,1,3,1,1,0,6,304,0.0,0.8190789473684209,1,47,23,0.7872340425531915,0.023026315789473683,3,0
como solicito listado de materias con promedio para consejo escolar de mi distrito? gracias ,4,1,9,2,2016,1,1,1,1,1,8,13,92,0.0,0.8369565217391305,0,15,7,0.9333333333333332,0.010869565217391304,1,0
"buenos dias solicito reestablecer mi clave, realice los pasos correspondiente pero nunca me llega  el mail para continuar desde ua muchas gracias si me pueden ayudar ",4,2,3,1,2018,0,3,3,1,1,27,4,166,0.0,0.8313253012048193,0,28,13,0.9285714285714286,0.006024096385542169,1,0
"buenas tardes, quería consultar cómo tengo que hacer, porque perdí mi sube y tenía el beneficio que me acreditaban, la tengo que dar de baja? cómo hago para que pase el beneficio a la nueva sube??  mucha gracias!  ",3,1,8,2,2019,0,4,3,1,0,5,6,214,0.0,0.7803738317757009,5,41,23,0.7560975609756098,0.032710280373831765,1,0
hola no me llega el msn para cambiar la contraseña para poder ingresar a mi situación académica. para anotarme a las materias de 2do cuatrimestre. ,0,1,8,2,2018,2,5,2,1,1,5,11,147,0.0,0.8095238095238095,2,26,16,0.8846153846153846,0.013605442176870748,2,0
"buenas noches, queria saber como anotarme para el taller de resolucion de problemas, espero prontas respuestas. gracias jesica ",2,5,5,1,2017,3,6,3,1,1,3,4,127,0.0,0.8346456692913385,0,19,6,0.9473684210526316,0.023622047244094488,1,0
