Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
quisiera recuperar mi clave de acceso al sistema de servicios académicos, ya gestioné la clave pero no me llega el mail. gracias |1|4|6|1|2018|2|7|4|1|1|25|live|Ingreso a la Universidad
buenas tardes, quería hacer una consulta, no me llega el link al mail de las inscripciones a las materias. me dice que ya mande muchas solicitudes de inscripción pero nunca llego el mail que me tienen que mandar. |2|1|2|1|2018|2|7|0|0|1|0|gmail|Ingreso a la Universidad
buen día. me quiero inscribir para estudiar ingeniero agrónomo en 2017. |0|3|2|1|2017|3|1|0|0|1|2|yahoo|Ingreso a la Universidad
holaa como estan me olvide mi clave la restableci pero no me llego ningun correo y ahora nose como hacer porque me tenia que anotar esta semana a la asignaturas porfavor como hago. |5|1|8|2|2018|0|6|3|1|1|43|gmail|Ingreso a la Universidad
hola! ya complete el formulario de inscripcion 2 veces y no me llega ningun mail! no se que hacer ! |1|2|12|2|2017|0|7|0|0|1|5|hotmail|Ingreso a la Universidad
buen dia: envio este correo, porque no recuerdo mi clave de acceso, y el mail tampoco me llega, cuando pido nueva contraseña. desde ya muchas gracias  |0|2|2|1|2019|0|3|1|1|1|54|hotmail|Ingreso a la Universidad
hola!! quería consultar sobre la inscripción de licenciatura en administración, ya que el viernes pasado 9 de febrero, quise completarlo vía online y no me llego ningún mail como para seguir los pasos, como tendría que hacer?  gracias |6|2|2|1|2018|2|4|0|0|1|0|gmail|Ingreso a la Universidad
hola buenas tardes , mi inconveniente es que ingreso a la inscripcion y no me mandan al correo el resto de los pasos para continuar la inscripcion..muchas gracias |4|3|2|1|2018|1|6|0|0|0|54|hotmail|Ingreso a la Universidad
no me llega el mail correspondiente para seguir con los pasos de la inscripción |1|3|10|2|2018|1|6|0|0|0|0|gmail|Ingreso a la Universidad
queria saber si siguen abiertas las inscripciones para el 2017 |2|3|2|1|2017|0|5|0|0|0|0|grupoberro|Ingreso a la Universidad
quiero iniciar la incripcion on line para la carrera de licenciado enfermeria y no me envia el email para continuar la incripcion |3|4|10|2|2017|3|3|0|0|0|0|hotmail|Ingreso a la Universidad
buenas tardes, envió este mensaje por el motivo que complete los datos de la pre inscripción, dijeron enviarme un e-mail, pero no llega. quería pedirle por favor si me podrían ayudar a solucionarlo para  continuar los pasos, desde ya muchas gracias |1|3|10|2|2018|1|6|0|0|0|5|hotmail|Ingreso a la Universidad
buenas tardes estoy tratando de ingresar al perfil de estudiantes y me dice que mi número de legajo o clave son incorrectos. estoy segura de haber puesto bien ambas. de todos nodos intente cambiar la clave. mande la solicitud me avisa en el mensajr que revise mi correo. pero no me llega nada al mismo....muchas gracias. |2|1|3|1|2019|1|1|2|1|1|3|hotmail|Ingreso a la Universidad
buenos días. me interesa hacer el reingreso a la carrera, y anotarme en las materias 30022 y 30024. olvidé la contraseña y no me llega el mail para reestablecerla. gracias  |0|2|2|1|2019|0|3|1|1|1|4|hotmail|Ingreso a la Universidad
hola, yo me quiero inscribir. pero cuando hago la inscripcion on line no me manda el mail, por lo tanto no puedo continuar |1|4|5|1|2018|0|6|0|0|1|0|gmail|Ingreso a la Universidad
necesito cambiar mi contraseña de mi cuenta de estudiante y no me envían el mail correspondiente para hacer el cambio de contraseña. |4|1|8|2|2018|0|5|3|1|1|5|hotmail|Ingreso a la Universidad
hola buenos días, mi consulta es por qué no me llega el mensaje de inscripción ? ya probe alredoder de 5 veces cargando mis datos una y ptra vez pero nunca me llega el mail. gracias. |3|3|2|1|2018|0|5|0|0|1|0|gmail|Ingreso a la Universidad
buenas tardes, ya pedi el cambio de contraseña pero no me llega el mail para reestablecerla |0|5|1|1|2018|1|3|2|1|1|3|hotmail|Ingreso a la Universidad
estoy haciendo la pre-inscripción vía web y no recibí el e-mail correspondiente al paso 2. el primer correo lo recibí al segundo pero el segundo correo todavía no lo recibí. volví a ingresar a la página y completé la solicitud de preinscripción de nuevo para ver si había sido un error espontáneo y me dice que estoy en trámite vigente y que me reenviaron el correo pero tampoco lo recibí |0|4|10|2|2017|3|7|0|0|0|0|hotmail|Ingreso a la Universidad
no me llegan los mail para poder anotarme en las materias |2|1|2|1|2018|0|3|0|0|1|5|gmail|Ingreso a la Universidad
buenas tardes! lleve mis papele el jueves 22 hasta la universidad y aun no logro ingresar a mi perfil. |5|4|11|2|2018|2|7|0|0|1|58|gmail|Ingreso a la Universidad
hola. consulto por que no puedo in-gresar a mi cuenta de aspirante. ya pasaron los 15 dias que me infor-maron de espera, pero aun asi me da &quot;dato inexistente&quot; y quisiera saber por que o mejor alguna solucion. aguardo respuesta, desde ya mu-chas gracias! |2|1|11|2|2018|3|8|0|0|0|5|gmail|Ingreso a la Universidad
cuando me va a dejar entrar para ver las materias que quiero rendir, pongo mi numero de documento pero no me deja entrar |0|3|12|2|2018|3|6|0|0|0|25|gmail|Ingreso a la Universidad
quisiera saber como hago para inscribirme en las materias del primer cuatrimestre. todavía no me llegó el mail para ver si toda la documentación que presenté está en orden. |0|1|2|1|2018|3|7|0|0|0|52|gmail|Ingreso a la Universidad
buenos días, no puedo ingresar a mi perfil, ya solicite un restablecimiento de clave pero no recibí ningún mail. necesitaría por favor ver la forma de solucionarlo antes del cierre de inscripciones para finales en septiembre. muchas gracias |3|2|9|2|2018|0|3|3|1|1|54|hotmail|Ingreso a la Universidad
necesito anotarme a las materias del 1er cuatrimestre de la carrera y me dice &quot;se ha enviado un email al correo registrado para continuar la inscripcion&quot; y no me lo mandan. que hacer?  |0|3|2|1|2018|1|7|0|0|1|1|gmail|Ingreso a la Universidad
hola, no me puedo anotar en las materias ya que no recibi el mail con el link de ingreso a solicitudes de cursadas... q |2|1|2|1|2018|3|2|0|0|0|43|hotmail|Ingreso a la Universidad
buenas tardes, quisiera saber si hay posibilidades de que se reprograme la mesa de examen de natación 3 a la cual estoy inscripta y es la única materia que me queda para recibirme. no quiero perder esta posibilidad. gracias |0|3|12|2|2017|3|5|2|1|0|43|gmail|Exámenes
hola, consulta: cuánto tiempo tengo para rendir el final después de quedar regular?  gracias. |2|2|11|2|2018|2|2|2|1|1|54|hotmail|Exámenes
buenas tardes, consulta, me inscribí en un examen final pero no puedo presentarme, debo notificarlo o directamente se me marcará ausente? muchas gracias  |3|3|2|1|2018|2|5|3|1|1|27|gmail|Exámenes
saludos, el dia 25/2 me presente a un final de la materia &quot;ciencias de los materiales&quot;, recien hoy cargaron la nota pero ahora no puedo conseguir el certificado de presencia al examen virtual para presentarlo en mi trabajo. podrían decirme donde imprimirlo?  |2|4|2|1|2019|1|5|2|1|1|25|gmail|Exámenes
hola, una consulta. yo por problemas personales no me voy a poder presentar en el examen libre de elementos de la matematica, queria saber como puedo cancelar la inscripción o si sola mente no me presento.  |1|3|7|1|2017|1|6|3|1|1|25|gmail|Exámenes
tengo que dar el final de un seminario pero no aparece para poder inscribirme. el semin. se llama:  &quot;las condiciones del ejercicio profesional del trabajador social&quot; profes. siede virginia. &iquest;que debo hacer? gracias!! |1|1|12|2|2015|3|1|1|1|1|5|live|Exámenes
buenas tardes, estoy interesada en saber con cuánto se aprueban los exámenes finales, y en particular con cuánto se aprueba el examen final de análisis socioeconómico. muchas gracias  |4|1|7|1|2018|2|7|4|1|0|3|hotmail|Exámenes
quiero anotarme para rendir el final de la materia taller de introducción al estudio de la historia, y no me aparece la opción justamente para esa materia. verifique varias veces y sigue sin aparecer, y al mirar en mi situación estudiantil figuro como regular. quería saber si no habrá final o si sucedió algún problema. |2|3|9|2|2018|2|7|4|1|1|8|gmail|Exámenes
hola, quisiera saber cuanto tiempo se puede esperar para dar un final sin perder la regularidad? en caso de que se pierda se pierden las correlativas? muchas gracias! |6|4|10|2|2019|3|5|3|1|1|0|hotmail|Exámenes
hola! queria anotarme para rendir el final de teoria de las organizaciones. pero no me aparece dentro de la solicitud de inscripcion a examen final.  |2|1|2|1|2016|0|4|1|1|1|43|gmail|Exámenes
hola, buenas tardes!! me inscribí en un final hoy a través de la página de la unlu y lo hice en condición de libre, pero yo soy regular, me confundi y no me di cuenta! ustedes podrian ayudarme? estoy preocupada y no sé a quien concurrir!! muchisimas gracias... soy de la sede de san miguel |2|4|6|1|2018|1|7|4|1|1|54|hotmail|Exámenes
hola , quiero saber cómo hago en la página para anotarme a rendir materias , gracias !  |1|1|2|1|2018|3|2|0|0|1|43|yahoo|Exámenes
hola buenas tardes, deseo informar que mi nuevo correo es : efraingauto@hotmail.com, manifiesto esto por que quiero realizar un cambio de clave en acceso a información académica y me indica que me envían información a mi correo pero nunca me llega. gracias. |1|1|6|1|2019|1|1|1|1|1|8|hotmail|Datos Personales
hola! necesito saber que numero de programa estoy inscripta, ya que estoy realizando mi trabajo final de inestigacion y estoy solicitando una prorroga del mismo, saludo . ayala mariana |0|4|11|2|2016|3|2|1|1|1|29|gmail|Datos Personales
me olvide la contraseña y el correo no es el mismo es nicolaslopz16@gmail.com  |5|1|8|2|2019|3|6|3|1|1|2|gmail|Datos Personales
buenas tardes,para hacerle una consulta.. como hago con las solicitudes de inscripción para aspirantes rechazadas.. intento de nuevo o tengo q elegir otros horarios?! desde ya gracias |3|3|2|1|2019|1|4|0|0|1|43|hotmail|Datos Personales
buenas tardes,  me dicen que tengo que reincribirme pero no puedo acceder a la direccion del correo que me indican que me va ha llegar debido que la cuenta fue bloqueada. les pido por favor si pueden enviarme el enace para realizar la reincripcion a esta cuenta . hasta que pueda acceder a mi cuenta . gracias y espero su respuesta |1|4|2|1|2017|2|1|1|1|1|5|yahoo|Datos Personales
solicito la modificación del correo con el que me inscribí.   no me ha llegado el mail para continuar con la inscripción de materias para el primer cuatrimestre aguardo respuesta saludos ana otero |5|4|2|1|2017|0|1|0|0|0|0|gmail|Datos Personales
buenos días!  yo me había anotado al taller de lectura y compresión de texto que comenzaba el día 26 de junio en el horario de 17 a 21. por cuestiones de horario y trabajo no pude asistir a las clases, ya que mi horario es de 9 a 18, quería saber si hay alguna posibilidad de retomar la cursada al finalizar el receso de invierno. aguardo respuesta. saludos.  daniela |0|4|7|1|2017|1|4|0|0|1|3|hotmail|Cursadas
buenas tardes! quisiera saber cuál es el horarios del turno noche.  gracias! saludos, sabrina. |0|4|8|2|2018|1|3|0|0|1|54|hotmail|Cursadas
quiero saber como me inscribo para rendir los parciales |0|4|4|1|2019|3|2|1|1|1|52|gmail|Cursadas
quería saber sobre la confirmación o no de la extencion de regularidad de una materia. ya que al ser una negativa tendría que anotarme a la misma antes que termine la fecha de inscripción. la petición la hice el 12 de febrero  |1|1|3|1|2019|3|3|1|1|1|5|gmail|Cursadas
buenos días! en octubre hice la inscripción para la carrera de contador publico!  la persona que me inscribio me dijo que masomenos en diciembre entrará como aspirante para así poder ver mi nro de comisión y el horario que me tocaría para el taller. intento ingresar como aspirante con mi nro de documento y me dice que no hay registros del aspirante o nro de documento ingresado |0|3|12|2|2018|0|5|0|0|1|54|hotmail|Cursadas
hola, buenas noches. necesitaban saber cuando comenzaríamos el desarrollo del primer cuatrimestre, en el calendario académico dice el 6/03 pero quería averiguar por los paros que estan programados para el 6 y 7 de marzo. desde ya muchas gracias. |2|1|3|1|2017|3|7|3|1|1|54|gmail|Cursadas
me comunico con la intención de saber en que situacion académica me encuentro, ya que califique con cuatro en  el taller de lectura y comprension de textos. |0|3|3|1|2016|2|5|2|1|1|5|hotmail|Cursadas
no me deja ingresar a las materias con mi número de documento ni tampoco contraseña.  |6|1|7|1|2019|1|8|0|0|0|52|yahoo|Cursadas
hola .. si yo tengo promocionada introduccion a la administracion porque motivo no me figura para cursar administracion general ? |0|1|8|2|2018|2|7|4|1|1|3|hotmail|Cursadas
hola .que horarios de cursada al taller de comprecion de texto en la sede san miguel . gracias!!! |5|1|7|1|2016|3|4|3|1|0|27|hotmail|Cursadas
yo estoy anotada y aceptada para la carrera. he llevado la documentacion correspondiente. quisiera ver horario dle taller |2|4|11|2|2018|1|6|0|0|0|0|hotmail|Cursadas
buen dia, estaria empezando este lunes 7 de marzo a las 13hs con elementos de matematicas?  por favor confirmar.  gracias. |3|1|3|1|2016|3|2|3|1|1|25|hotmail|Cursadas
hola quisiera saber  que materias puedo cursar el segundo cuatrimestre  |0|3|5|1|2016|3|1|1|1|1|52|hotmail|Cursadas
buen día, queria saber como quedan los horarios para la asignatura teoria y tecnica impositiva i en la sede lujan, ya que el horario cuando me inscribi era los lunes de 19 a 22 hs y los jueves de 18 a 21 hs pero ayer el profesor alvarez comento que el horario de los jueves se modifico. por favor necesito confirmar los horarios. muchas gracias.  |1|3|8|2|2017|0|2|3|1|1|54|gmail|Cursadas
buenas tardes, quería saber qué día inicia el primer cuatrimestre.. gracias espero su respuesta |1|3|2|1|2019|1|7|4|1|0|27|hotmail|Cursadas
mi consulta es sobre la materia introduccion al trabajo social yo la curse en 2016 mi pregunta es el vencimiento de la regularidad si es de 2 o3 años si es de 2 años mi ultima posibilidad seria ahora en diciembre esa es mi consulta.muchas gracias  |2|2|12|2|2018|3|1|3|1|1|5|yahoo|Cursadas
buenas tardes mi consulta es sobre una materia (costos) en la que estaba regular pero no aprobe los finales y quede libre.  tengo 2 materias correlativas a costos que curse y quede regular, mi pregunta es si me anoto de nuevo a cursar costos pierdo la regularidad de las otras 2 materias??? en ese caso existe una extension de condicion de regular para poder presentarme a los adicionales para rendir costos en esa condicion??? gracias |0|4|2|1|2019|1|2|0|0|0|3|hotmail|Cursadas
buenas tardes... mi consulta es porque cuando inhreso mi dni en el perfil de aspirantes no hay ninguna informacion. gracias. |2|4|12|2|2018|1|3|0|0|1|0|gmail|Cursadas
no puedo acceder a los dias y horarios de las materias |0|1|2|1|2018|3|2|0|0|1|6|yahoo|Cursadas
buenas tardes les queria consultar por la inscripcion para el taller (de febrero) previo a la cursada de las materias de la carrera (lic. comercio internacional) ya que ingreso los datos correspondientes y no me es posible ingresar. desde ya muchas gracias   joel gomez |0|4|12|2|2018|1|4|4|1|0|27|gmail|Cursadas
aun no subieron o no me aparecen datos de los dias y horarios de cursada para el taller de ingreso de febrero.  cuando los voy a saber? me habian dicho en diciembre.  espero su respuesta. desde ya muchas gracias |2|4|12|2|2018|0|7|0|0|0|0|yahoo|Cursadas
hola, quería saber cual era el estado de mi titulo en tramite el cual se encuentra en el libro de titulos universitarios, n&deg;22 folio n&deg;51  registro n&deg;201.  desde ya, muchas gracias. |4|2|7|1|2019|3|5|2|1|0|54|hotmail|Consulta sobre Título Universitario
mi nombre es hernan almiron y queria solicitar el titulo de tecnico universitario en comercio exterior y aduanas , cuando lo solicito desde la pagina no me deja poner el titulo entero solo logro escribir &quot;tecnico en comercio exterior&quot; , sin el termino aduanas, quiero saber si poniendo solamente &quot;técnico en comercio exterior&quot; esta bien o tengo que acercarme a la universidad?  desde ya gracias |0|4|12|2|2015|1|4|2|1|1|24|gmail|Consulta sobre Título Universitario
estimados:  necesito ingresar para tramitar mi titulo y me da clave incorrecta. por favor podria habilitar el ingreso a mi perfil? aprobé la ultima materia en los turnos de mayo.  gracias,  saludos juan jose nogueiro |2|4|6|1|2016|2|1|4|1|1|8|hotmail|Consulta sobre Título Universitario
buenas tardes. ayer realicé una solicitud de titulo (técnico en información ambiental) y hoy me llego un mail con el mensaje de &quot;rechazado&quot;. quiero volver a solicitar el titulo y me aparece el siguiente mensaje:  &quot;ud. tiene una solicitud de título pendiente de aprobación&quot;.  quisiera saber si en la solicitud de titulo hubo algún problema?  desde ya muchas gracias!   saludos.  alejandro e. leguizamón  |2|1|9|2|2016|1|4|2|1|1|29|gmail|Consulta sobre Título Universitario
el motivo de mi consulta, es porque no recuerdo el numero de legajo y no puedo entrar al sistema de alumnos para ver mi situacion. espero por favor que puedan enviarmela para poder acceder. otra consulta es si el cambio de carrera es recien para el segundo cuatrimestre, o puedo cambiarme de carrera ahora y aprovechar este cuatrimestre?. muchas gracias. |6|3|2|1|2016|2|3|0|0|1|3|gmail|Consulta por Legajo
hola mi nombre es alejandro daniel pedraza.  hace poco recibí un mail para poder ingresar al sistema de estudiantes, pero resulta que no se mi legajo y no me lo acuerdo.  de ser posible, necesitaría que me envíen mi numero de legajo por mail.  gracias desde ya. saludos. |5|1|2|1|2016|2|4|0|0|1|43|gmail|Consulta por Legajo
hola, no recuerdo mi legajo y no puedo ingresar a inscribirme podrían enviármelo por favor? por temas laborales no puedo acercarme a la universidad en cualquier horario. gracias |0|1|3|1|2018|3|6|0|0|1|3|gmail|Consulta por Legajo
hola buenos días  necesitaba el legajo de la carrera que estoy anotado en simultáneo (técnico universitario en insapeccion de alimentos) mi legajo principal es 125734.                                      muchas gracias |2|5|11|2|2016|0|3|2|1|0|1|hotmail|Consulta por Legajo
mi consulta es cuanto tiempo tarda en llegar el numero de legajo al hotmail, después de haber hecho la confirmación de materias a cursar en el primer cuatrimestre. desde ya muchas gracias. |4|3|2|1|2016|1|6|0|0|1|3|hotmail|Consulta por Legajo
por favor me podrían recordar mi número de legajo. extravié toda mi documentación de la unlu. muchas gracias |0|2|4|1|2018|1|5|0|0|1|4|hotmail|Consulta por Legajo
quiero saber mi numero de legajo, si me pueden ayudar ya le estoy agradecidos |0|3|5|1|2017|2|3|0|0|1|54|gmail|Consulta por Legajo
hola, quisiera mi legajo de lic de administarcion |0|1|2|1|2017|2|5|2|1|0|54|gmail|Consulta por Legajo
buenas tardes: necesitaría saber mi legajo, no lo recuerdo y no se donde me tengo que fijar.  desde ya muchas gracias. saludos. |4|4|4|1|2018|2|3|0|0|1|3|gmail|Consulta por Legajo
hola!! necesito mi número de legajo para poder ingresar al perfil, e inscribirme en las materias. desde ya muchas gracias!!! saludos, agustin.  |3|2|2|1|2018|3|6|0|0|0|54|hotmail|Consulta por Legajo
buenas tardes,necesitaria conocer mi numero de legajo para poder inscribirme |2|1|8|2|2016|2|1|0|0|1|5|gmail|Consulta por Legajo
hola. olvide mi nunero de legajo y contraseña como puedo hacer para recuperarla |2|5|3|1|2017|3|3|0|0|1|26|hotmail|Consulta por Legajo
el año pasado inicié el profesorado en física en simultáneo con ing. en alimentos, me digeron que se me iban a dar asignaturas como equivalencias directas en el prof.  por las materias aprobadas en la ing., entro a mi perfil del prof. y clickeo en &quot;analítico&quot; y me abre el analítico de todas las asignaturas que rendi en la ing.,&iquest;cómo puedo saber qué asignaturas tengo aprobadas por eqivalencia? |3|2|2|1|2019|1|1|4|1|1|58|hotmail|Consulta por Equivalencias
hola buen dia cuando entro al perfil de aspirante solo me aparecen 4 opciones y yo queria imprimir la constacia de alumno para ser beneficiaro del descuento de estudiante que hay en mi ciudad. |5|4|2|1|2019|0|3|4|1|0|2|gmail|Certificados Web
hola quisieradescargar el certificado de alumna regular lo necesito por un tema médico .intentó descargarlo desde la web y me sale que soy interesante. me ayudan gracias  |3|3|3|1|2018|0|4|3|1|1|4|hotmail|Certificados Web
en septiembre aprobé el final en condición de alumno libre de elementos de matemática, el acta aún no ha sido cargada y en mi situación académica no aparece la calificación (4 cuatro) |4|1|11|2|2015|2|4|2|1|1|3|live|Carga de Notas
buen día. quería saber las razones por las cuales hasta la fecha no tengo cargada la nota correspondiente al examen final de impuestos ii (fecha del final: 06/08) ya que el profesor presentó el acta la semana pasada y hay compañeros que ya tienen la nota en situación académica desde el viernes 09/08. aguardo su pronta respuesta. saludos. |2|2|8|2|2019|0|4|1|1|1|54|hotmail|Carga de Notas
hola queria saber si las inscripción a las materias ya cerro , por he estado dos semanas sin poder acceder a internet  |1|5|7|1|2019|2|8|4|1|0|54|gmail|Carga de Notas
hola mi nombre es braian yo realize el taller de enfermeria en febrebro y la promocione con un 10 , pero en la pagina de la universidad en el area de situacion academica me aparece que no la curse queria saber el motivo de esto . muchas gracias  |2|1|3|1|2019|1|7|4|1|1|52|gmail|Carga de Notas
buenas tardes, aun no cargaron la nota del final de contabilidad 1 con bianchi! y me parece raro porque ya paso más de una semana!  muchas gracias!  |4|1|10|2|2018|3|6|2|1|0|3|hotmail|Carga de Notas
buenos días! mi pregunta es la siguiente, hoy rendí el recuperatorio de matemáticas 2 y quede regular, yo quiero saber cuando me puedo inscribir por web para dar el final el día 22. hasta cuando tengo tiempo de anotarme? desde ya muchas gracias! |2|2|12|2|2015|0|5|2|1|0|54|hotmail|Carga de Notas
buenas tardes, quería consultar acerca de la nota del final de analisis socioeconómico que rendí el dia miércoles 6 de julio. muchas gracias.  |5|2|7|1|2016|1|5|2|1|0|0|gmail|Carga de Notas
hola yo rendí un final el dia 17/12 en la sede de san miguel la materia costos 820046) y nos habían dicho que las notas las subían a la web ayer, pero hasta el momento no estan, mi pregunta es cuando la van a subir o si me pueden pasar la nota por otro medio?  desde ya muchas gracias! saludos |2|4|12|2|2015|1|3|1|1|1|54|hotmail|Carga de Notas
hola, buen dia.. quería pedir que se reconfirme el acta de biomecanica 15004.. ya que aprobe en final regular el 13/12/2017 y no me aparece en la solapa de finales aprobados..  carrera prof. de ed. fisica, carrera 43 plan 02 |1|3|12|2|2017|1|4|2|1|0|43|hotmail|Carga de Notas
hola. disculpen la molestia. querría saber el motivo por el cual no figura la nota del final del taller de lectura y comprension de textos en la parte de finales pero si figuran las notas de otras meterias aprobadas. gracias, saludos. |3|3|12|2|2017|3|6|3|1|1|5|gmail|Carga de Notas
buenas tardes yo en febrero curse el taller de lectura y compresión de texto codigo 21010. entro a mi perfil y no me aprarece, la aprobe con 7. queria saber como corroborar si la nota quedo asentada. muchas gracias |4|3|3|1|2019|1|6|4|1|1|54|hotmail|Carga de Notas
buenos días, en mi situación académica figura una materia correspondiente al cuatrimestre pasado con &quot;acta no cargada&quot;, quería consultar cuando estaría cargada, ya que necesito una documentación y no puedo solicitarla hasta que no este el acta. muchas gracias |0|5|7|1|2017|1|4|2|1|0|17|gmail|Carga de Notas
buenos días disculpa la molestia, quería saber por qué en la materia psicología general y social aparezco cómo libre?tengo aprobado los dos parciales.. yo ya me anoté para dar final, estando en esa condicion de libre en el sistema, pero regular en realidad. es un problema?o se aclara con las actas a la hora del final? |5|5|6|1|2018|1|6|3|1|1|5|hotmail|Carga de Notas
hasta cuando se puede hacer cambio de comision? |4|4|8|2|2016|2|4|2|1|1|54|hotmail|Cambio de Comisión
queria consultar si me puedo cambiar de comision ya que los horarios por tema laboral , no me permite poder cursar alguna materia . desde ya muchas gracias  |3|4|2|1|2017|3|2|3|1|1|54|hotmail|Cambio de Comisión
hola necesitaria saber como puedo hacer para cambiarme de comisión de dos asignaturas que estoy cursando por favor. gracias |4|3|3|1|2018|0|3|3|1|1|3|outlook|Cambio de Comisión
hola. quería saber como puedo hacer para cambiar los horarios. si puedo renovarlos de nuevo. gracias |4|1|3|1|2017|1|6|3|1|0|43|gmail|Cambio de Comisión
buenas tardes, me anote al final de administración del 19/12 pero necesitaría cambiarlo al de 21/12. esto puede ser posible? gracias saludos |4|3|12|2|2017|1|8|3|1|1|3|me|Cambio de Comisión
buenas noches, yo me quería inscribir a las materias para empezar a cursar el profesorado de física, y me dice &quot;la carrera del estudiante no se encuentra habilitada para ingresar&quot;. hace poco hice el cambio de carrera, no se si es por eso, o porque en mi perfil de estudiante aparece como carrera &quot;licenciatura en museologia&quot;.  |0|3|2|1|2018|3|8|3|1|1|58|hotmail|Cambio de Carrera
hola disculpe la molestia ! el dia 30/10 fui a dejar los papeles para cambiarme a la carrera licenciatura en enfermeria , este lunes me llego un mail para la confirmacion y lo acepte , pero todavia no se cambio en el perfil de estudiante. lo hice todo junto a una amiga los mismos dias y a ella ya se lo cambiaron. queria saber si hubo alguna dificultad. saludos! |3|2|11|2|2017|1|5|2|1|1|41|hotmail|Cambio de Carrera
me inscribí y no me deja seguir me pone dirigirse a la sede más cercana me pone que figuro como alumna |2|3|10|2|2018|2|1|0|0|1|15|gmail|Cambio de Carrera
buenas tardes como puedo solicitar un cambio de carrera. muchas gracias. lorena |5|2|4|1|2016|1|2|1|1|1|4|hotmail|Cambio de Carrera
hola buenas tardes.  yo soy ex alumna de la universidad de lujan, yo el año 2016 estaba haciendo la carrera para contador publico. por unos problemas no continue. quisiera inscribirme para el 2018 pero haciendo la carrera licenciatura de trabajo social. sera posible ?? y por favor los requisitos para poder anotarme nuevamente en la sede de san miguel . gracias |3|1|11|2|2017|2|6|2|1|1|5|gmail|Cambio de Carrera
quería cambiarme al prof. de educ. física. quiero ver la oferta de asignaturas y así ver los horarios, ya que me dijeron qué tenía abril/mayo para el cambio de carrera. pero no me deja entrar porque dice que el período de inscripción no está vigente. gracias |0|1|4|1|2016|0|3|3|1|1|55|hotmail|Cambio de Carrera
quiero pasarme a el profesorado de educación física, es posible en este mes de febrero de 2016. &iquest;qué debo hacer?. |1|4|1|1|2016|2|5|2|1|0|3|hotmail|Cambio de Carrera
no puedo pedir el boleto estudiantil provincial, me figura error en credenciales. que hago? |0|1|3|1|2018|1|5|3|1|1|43|hotmail|Boleto Universitario
hola en el portal del boleto estudiantil no me deja registrarme apreto el boton verde y me dice no se ah podido.hay algun problema? |4|3|8|2|2017|3|5|2|1|1|52|gmail|Boleto Universitario
buenos días, tenia mi sube con el beneficio la di de baja porque se rompió, ahora habilite una nueva y no puedo obtener el saldo que me quedo en la anterior sube. y tampoco tengo el beneficio  |5|3|8|2|2019|1|3|2|1|1|5|outlook|Boleto Universitario
hola buenas tardes, mi consulta es debido a que solicite el boleto estudiantil, pero no me llego ninguno mail y al pasar la tarteja por la maquina  para que me lo acrediten, me dice que no puede realizarse la operacion. soy ingresante de este año, y otros compañeros pudieron realizarlo sin problema. muchas gracias |2|5|8|2|2017|3|7|3|1|1|54|gmail|Boleto Universitario
hola, quería saber como hago para inscribirme en el boleto estudiantil? ya que la página pide que sea desde el usuario de la universidad.  |2|4|2|1|2019|2|7|4|1|1|27|gmail|Boleto Universitario
hola, quise inscribirme para el boleto estudiantil y no pude porque en el municipal no me acepta el codigo postal de donde vivo(giles), y en el provincial me dice que no esta habilitado hasta nuevo aviso. como continuo el tramite? gracias. |0|1|3|1|2019|3|7|4|1|1|5|hotmail|Boleto Universitario
buenas no eh resibido mi carga del mes de septiembre, quería saber si paso algo. gracias |0|1|10|2|2019|0|6|3|1|1|54|outlook|Boleto Universitario
hola quería saber porque no puedo realizar el tramite de la sube?? desde ya muchas gracias. |0|1|3|1|2018|0|2|1|1|0|1|hotmail|Boleto Universitario
hola. quisiera consultar sobre el estado de mi tarjeta sube. cuando consulto en la pagina aparece el mensaje de que ya obtuve el beneficio, pero no recuerdo con que tarjeta lo obtuve, ya que hice el traite hace un año. podrian verificar por favor si ya poseo el beneficio?, como puedo hacer para acceder a esa informacion?. muchisimas gracias.  |3|2|8|2|2018|3|1|2|1|1|5|gmail|Boleto Universitario
hice el trámite pero nunca me llego el mail del trámite del boleto estudiantil |1|1|9|2|2017|0|6|3|1|1|54|gmail|Boleto Universitario
buen día, mi consulta es por el tema  del boleto estudiantil, yo soy beneficiario del mismo y me robaron la tarjeta sube, mi pregunta es como puedo hacer para volver a tramitar el beneficio, espero su repsuesta, saludos |2|4|8|2|2017|0|3|1|1|1|54|gmail|Boleto Universitario
ayer 21/06 me robaron mi tarjeta sube. ya me compre y registre una nueva, con mi mismo email. mi duda es &iquest;cuanto se tardaría en que me trasladen el beneficio del boleto estudiantil provincial a mi nueva tarjeta? (ya lo teia asignado y me la cargaban, pero este mes aun no recibí la carga, ya que maso menos el 25 me tocaba) en verdad me es muy necesario..   muchas gracias. |4|4|6|1|2018|2|5|3|1|1|18|hotmail|Boleto Universitario
buenos dias. queria consultar si mi tramite para el boleto estudiantil provincial ya fue hecho, porque me dice que si. ya realice la solicitud via web, ahora tengo que presentar algo o esperar a que me manden un email? |2|1|3|1|2018|2|7|4|1|1|54|outlook|Boleto Universitario
